gene_name	gene_id
Syf2	ENSMUSG00000028821
Clic4	ENSMUSG00000037242
Srrm1	ENSMUSG00000028809
Srsf10	ENSMUSG00000028676
Pnrc2	ENSMUSG00000028675
Fuca1	ENSMUSG00000028673
Hmgcl	ENSMUSG00000028672
Gale	ENSMUSG00000028671
Lypla2	ENSMUSG00000028670
Pithd1	ENSMUSG00000028669
Rpl11	ENSMUSG00000059291
Tcea3	ENSMUSG00000001604
Hnrnpr	ENSMUSG00000066037
Luzp1	ENSMUSG00000001089
Kdm1a	ENSMUSG00000036940
Cdc42	ENSMUSG00000006699
Hspg2	ENSMUSG00000028763
Usp48	ENSMUSG00000043411
Alpl	ENSMUSG00000028766
Ece1	ENSMUSG00000057530
Eif4g3	ENSMUSG00000028760
Hp1bp3	ENSMUSG00000028759
Ddost	ENSMUSG00000028757
Pink1	ENSMUSG00000028756
Mul1	ENSMUSG00000041241
Pqlc2	ENSMUSG00000028744
Akr7a5	ENSMUSG00000028743
Mrto4	ENSMUSG00000028741
Emc1	ENSMUSG00000078517
Ubr4	ENSMUSG00000066036
Sdhb	ENSMUSG00000009863
Atp13a2	ENSMUSG00000036622
Necap2	ENSMUSG00000028923
Szrd1	ENSMUSG00000040842
Fbxo42	ENSMUSG00000028920
Epha2	ENSMUSG00000006445
Zbtb17	ENSMUSG00000006215
Spen	ENSMUSG00000040761
Fblim1	ENSMUSG00000006219
Ddi2	ENSMUSG00000078515
Efhd2	ENSMUSG00000040659
Tmem51	ENSMUSG00000040616
Kazn	ENSMUSG00000040606
Prdm2	ENSMUSG00000057637
Mfn2	ENSMUSG00000029020
Plod1	ENSMUSG00000019055
Clcn6	ENSMUSG00000029016
Mthfr	ENSMUSG00000029009
Agtrap	ENSMUSG00000029007
Mad2l2	ENSMUSG00000029003
Fbxo6	ENSMUSG00000055401
Fbxo44	ENSMUSG00000029001
Ubiad1	ENSMUSG00000047719
Mtor	ENSMUSG00000028991
Exosc10	ENSMUSG00000017264
Srm	ENSMUSG00000006442
Tardbp	ENSMUSG00000041459
Pex14	ENSMUSG00000028975
Dffa	ENSMUSG00000028974
Pgd	ENSMUSG00000028961
Kif1b	ENSMUSG00000063077
Nmnat1	ENSMUSG00000028992
Lzic	ENSMUSG00000028990
Ctnnbip1	ENSMUSG00000028988
Clstn1	ENSMUSG00000039953
Tmem201	ENSMUSG00000044700
Slc25a33	ENSMUSG00000028982
Eno1	ENSMUSG00000063524
Rere	ENSMUSG00000039852
Park7	ENSMUSG00000028964
Per3	ENSMUSG00000028957
Vamp3	ENSMUSG00000028955
Dnajc11	ENSMUSG00000039768
Thap3	ENSMUSG00000039759
Phf13	ENSMUSG00000047777
Klhl21	ENSMUSG00000073700
Zbtb48	ENSMUSG00000028952
Nol9	ENSMUSG00000028948
Acot7	ENSMUSG00000028937
Icmt	ENSMUSG00000039662
Rpl22	ENSMUSG00000028936
Dffb	ENSMUSG00000029027
Cep104	ENSMUSG00000039523
Lrrc47	ENSMUSG00000029028
Tprgl	ENSMUSG00000029030
Pex10	ENSMUSG00000029047
Rer1	ENSMUSG00000029048
Ski	ENSMUSG00000029050
Prkcz	ENSMUSG00000029053
Gnb1	ENSMUSG00000029064
Nadk	ENSMUSG00000029063
Slc35e2	ENSMUSG00000042202
Cdk11b	ENSMUSG00000029062
Atad3a	ENSMUSG00000029036
Ccnl2	ENSMUSG00000029068
Mxra8	ENSMUSG00000029070
Dvl1	ENSMUSG00000029071
Cptp	ENSMUSG00000029073
Pusl1	ENSMUSG00000051557
Ube2j2	ENSMUSG00000023286
Sdf4	ENSMUSG00000029076
Agrn	ENSMUSG00000041936
Aasdhppt	ENSMUSG00000025894
Msantd4	ENSMUSG00000041124
Dync2h1	ENSMUSG00000047193
Dcun1d5	ENSMUSG00000032002
Tmem123	ENSMUSG00000050912
Birc2	ENSMUSG00000057367
Yap1	ENSMUSG00000053110
Arhgap42	ENSMUSG00000050730
Cep57	ENSMUSG00000031922
Fam76b	ENSMUSG00000037808
Cwc15	ENSMUSG00000004096
Ankrd49	ENSMUSG00000031931
Mre11a	ENSMUSG00000031928
Panx1	ENSMUSG00000031934
Med17	ENSMUSG00000031935
Taf1d	ENSMUSG00000031939
Cep295	ENSMUSG00000046111
Smco4	ENSMUSG00000058173
Chordc1	ENSMUSG00000001774
Zfp560	ENSMUSG00000045519
Zfp426	ENSMUSG00000059475
Zfp266	ENSMUSG00000060510
Zfp846	ENSMUSG00000058192
Fbxl12	ENSMUSG00000066892
Ubl5	ENSMUSG00000084786
Pin1	ENSMUSG00000032171
Ppan	ENSMUSG00000004100
Dnmt1	ENSMUSG00000004099
S1pr2	ENSMUSG00000043895
Mrpl4	ENSMUSG00000003299
Cdc37	ENSMUSG00000019471
Keap1	ENSMUSG00000003308
Atg4d	ENSMUSG00000002820
Kri1	ENSMUSG00000035047
Ap1m2	ENSMUSG00000003309
Slc44a2	ENSMUSG00000057193
Ilf3	ENSMUSG00000032178
Qtrt1	ENSMUSG00000002825
Dnm2	ENSMUSG00000033335
Tmed1	ENSMUSG00000032180
Carm1	ENSMUSG00000032185
Yipf2	ENSMUSG00000032182
Ldlr	ENSMUSG00000032193
Spc24	ENSMUSG00000074476
Kank2	ENSMUSG00000032194
Dock6	ENSMUSG00000032198
Swsap1	ENSMUSG00000051238
Ecsit	ENSMUSG00000066839
Elof1	ENSMUSG00000013822
Pigyl	ENSMUSG00000010607
Zfp809	ENSMUSG00000057982
Zfp599	ENSMUSG00000062794
Anln	ENSMUSG00000036777
Dpy19l1	ENSMUSG00000043067
Herpud2	ENSMUSG00000008429
Sept7	ENSMUSG00000001833
Acad8	ENSMUSG00000031969
Thyn1	ENSMUSG00000035443
Vps26b	ENSMUSG00000031988
Ncapd3	ENSMUSG00000035024
Jam3	ENSMUSG00000031990
Igsf9b	ENSMUSG00000034275
Snx19	ENSMUSG00000031993
Zbtb44	ENSMUSG00000047412
St14	ENSMUSG00000031995
Aplp2	ENSMUSG00000031996
Prdm10	ENSMUSG00000042496
Nfrkb	ENSMUSG00000042185
Dcps	ENSMUSG00000032040
Srpr	ENSMUSG00000032042
Foxred1	ENSMUSG00000039048
Fam118b	ENSMUSG00000050471
Rpusd4	ENSMUSG00000032044
Ddx25	ENSMUSG00000032101
Hyls1	ENSMUSG00000050555
Chek1	ENSMUSG00000032113
Stt3a	ENSMUSG00000032116
Ei24	ENSMUSG00000062762
Msantd2	ENSMUSG00000042138
Tbrg1	ENSMUSG00000011114
Hspa8	ENSMUSG00000015656
Sc5d	ENSMUSG00000032018
Rnf26	ENSMUSG00000053128
Cbl	ENSMUSG00000034342
Hinfp	ENSMUSG00000032119
H2afx	ENSMUSG00000049932
Hyou1	ENSMUSG00000032115
Trappc4	ENSMUSG00000032112
Rps25	ENSMUSG00000009927
Ddx6	ENSMUSG00000032097
Phldb1	ENSMUSG00000048537
Arcn1	ENSMUSG00000032096
Ift46	ENSMUSG00000002031
Kmt2a	ENSMUSG00000002028
Atp5l	ENSMUSG00000038717
Ube4a	ENSMUSG00000059890
Fxyd6	ENSMUSG00000066705
Cep164	ENSMUSG00000043987
Bace1	ENSMUSG00000032086
Rnf214	ENSMUSG00000042790
Pcsk7	ENSMUSG00000035382
Sidt2	ENSMUSG00000034908
Pafah1b2	ENSMUSG00000003131
Sik3	ENSMUSG00000034135
Zpr1	ENSMUSG00000032078
Bud13	ENSMUSG00000032077
Cadm1	ENSMUSG00000032076
Rexo2	ENSMUSG00000032026
Rbm7	ENSMUSG00000042396
Usp28	ENSMUSG00000032267
Zw10	ENSMUSG00000032264
Ncam1	ENSMUSG00000039542
Pts	ENSMUSG00000032067
Sdhd	ENSMUSG00000000171
Timm8b	ENSMUSG00000039016
Dlat	ENSMUSG00000000168
Fdxacb1	ENSMUSG00000037845
Fdx1	ENSMUSG00000032051
Ddx10	ENSMUSG00000053289
Atm	ENSMUSG00000034218
Npat	ENSMUSG00000033054
Acat1	ENSMUSG00000032047
Slc35f2	ENSMUSG00000042195
Idh3a	ENSMUSG00000032279
Wdr61	ENSMUSG00000061559
Crabp1	ENSMUSG00000032291
Ireb2	ENSMUSG00000032293
Psma4	ENSMUSG00000032301
Ube2q2	ENSMUSG00000032307
Fbxo22	ENSMUSG00000032309
Etfa	ENSMUSG00000032314
Rcn2	ENSMUSG00000032320
Peak1	ENSMUSG00000074305
Snupn	ENSMUSG00000055334
Ptpn9	ENSMUSG00000032290
Scamp5	ENSMUSG00000040722
Cox5a	ENSMUSG00000000088
Fam219b	ENSMUSG00000032305
Csk	ENSMUSG00000032312
Edc3	ENSMUSG00000038957
Clk3	ENSMUSG00000032316
Arid3b	ENSMUSG00000004661
Ubl7	ENSMUSG00000055720
Stoml1	ENSMUSG00000032333
Cd276	ENSMUSG00000035914
Nptn	ENSMUSG00000032336
Neo1	ENSMUSG00000032340
Adpgk	ENSMUSG00000025236
Arih1	ENSMUSG00000025234
Hexa	ENSMUSG00000025232
Parp6	ENSMUSG00000025237
Pkm	ENSMUSG00000032294
Senp8	ENSMUSG00000051705
Myo9a	ENSMUSG00000039585
Uaca	ENSMUSG00000034485
Rplp1	ENSMUSG00000007892
Kif23	ENSMUSG00000032254
Glce	ENSMUSG00000032252
Fem1b	ENSMUSG00000032244
Cln6	ENSMUSG00000032245
Map2k5	ENSMUSG00000058444
Aagab	ENSMUSG00000037257
Smad3	ENSMUSG00000032402
Snapc5	ENSMUSG00000032398
Map2k1	ENSMUSG00000004936
Tipin	ENSMUSG00000032397
Dis3l	ENSMUSG00000032396
Rab11a	ENSMUSG00000004771
Dpp8	ENSMUSG00000032393
Igdcc3	ENSMUSG00000032394
Clpx	ENSMUSG00000015357
Pdcd7	ENSMUSG00000041837
Mtfmt	ENSMUSG00000059183
Spg21	ENSMUSG00000032388
Zfp609	ENSMUSG00000040524
Ppib	ENSMUSG00000032383
Herc1	ENSMUSG00000038664
Usp3	ENSMUSG00000032376
Rab8b	ENSMUSG00000036943
Rps27l	ENSMUSG00000036781
Lactb	ENSMUSG00000032370
Tpm1	ENSMUSG00000032366
Ice2	ENSMUSG00000032235
Bnip2	ENSMUSG00000011958
Gtf2a2	ENSMUSG00000033543
Myo1e	ENSMUSG00000032220
Rnf111	ENSMUSG00000032217
Sltm	ENSMUSG00000032212
Adam10	ENSMUSG00000054693
Polr2m	ENSMUSG00000032199
Cgnl1	ENSMUSG00000032232
Tcf12	ENSMUSG00000032228
Zfp280d	ENSMUSG00000038535
Tex9	ENSMUSG00000090626
Rfx7	ENSMUSG00000037674
Nedd4	ENSMUSG00000032216
Prtg	ENSMUSG00000036030
Ccpg1os	ENSMUSG00000086158
Rab27a	ENSMUSG00000032202
Rsl24d1	ENSMUSG00000032215
Arpp19	ENSMUSG00000007656
Myo5a	ENSMUSG00000034593
Mapk6	ENSMUSG00000042688
Leo1	ENSMUSG00000042487
Tmod3	ENSMUSG00000058587
Tmod2	ENSMUSG00000032186
Lysmd2	ENSMUSG00000032184
Lrrc1	ENSMUSG00000032352
Gclc	ENSMUSG00000032350
Elovl5	ENSMUSG00000032349
Mto1	ENSMUSG00000032342
Tmem30a	ENSMUSG00000032328
Senp6	ENSMUSG00000034252
Phip	ENSMUSG00000032253
Lca5	ENSMUSG00000032258
Sh3bgrl2	ENSMUSG00000032261
Elovl4	ENSMUSG00000032262
Ttk	ENSMUSG00000038379
Bckdhb	ENSMUSG00000032263
Ibtk	ENSMUSG00000035941
Pgm3	ENSMUSG00000056131
Me1	ENSMUSG00000032418
Cyb5r4	ENSMUSG00000032872
Cep162	ENSMUSG00000056919
Snx14	ENSMUSG00000032422
Syncrip	ENSMUSG00000032423
Tmed3	ENSMUSG00000032353
Plod2	ENSMUSG00000032374
U2surp	ENSMUSG00000032407
Pcolce2	ENSMUSG00000015354
Pls1	ENSMUSG00000049493
Atr	ENSMUSG00000032409
Xrn1	ENSMUSG00000032410
Tfdp2	ENSMUSG00000032411
Atp1b3	ENSMUSG00000032412
Rnf7	ENSMUSG00000051234
Rasa2	ENSMUSG00000032413
Zbtb38	ENSMUSG00000040433
Slc25a36	ENSMUSG00000032449
Copb2	ENSMUSG00000032458
Mrps22	ENSMUSG00000032459
Faim	ENSMUSG00000032463
Cep70	ENSMUSG00000056267
Armc8	ENSMUSG00000032468
Dbr1	ENSMUSG00000032469
Dzip1l	ENSMUSG00000037784
Nck1	ENSMUSG00000032475
Stag1	ENSMUSG00000037286
Pccb	ENSMUSG00000032527
Msl2	ENSMUSG00000066415
Ppp2r3a	ENSMUSG00000043154
Cep63	ENSMUSG00000032534
Anapc13	ENSMUSG00000035048
Ryk	ENSMUSG00000032547
Rab6b	ENSMUSG00000032549
Srprb	ENSMUSG00000032553
Topbp1	ENSMUSG00000032555
Cdv3	ENSMUSG00000032803
Uba5	ENSMUSG00000032557
Dnajc13	ENSMUSG00000032560
Aste1	ENSMUSG00000032567
Pik3r4	ENSMUSG00000032571
Wdr82	ENSMUSG00000020257
Twf2	ENSMUSG00000023277
Dusp7	ENSMUSG00000053716
Rpl29	ENSMUSG00000048758
Acy1	ENSMUSG00000023262
Tex264	ENSMUSG00000040813
Rad54l2	ENSMUSG00000040661
Manf	ENSMUSG00000032575
Mapkapk3	ENSMUSG00000032577
Rassf1	ENSMUSG00000010067
Tusc2	ENSMUSG00000010054
Gnai2	ENSMUSG00000032562
Rbm5	ENSMUSG00000032580
Camkv	ENSMUSG00000032936
Ip6k1	ENSMUSG00000032594
Gmppb	ENSMUSG00000070284
Apeh	ENSMUSG00000032590
Dag1	ENSMUSG00000039952
Nicn1	ENSMUSG00000032606
Amt	ENSMUSG00000032607
Rhoa	ENSMUSG00000007815
Usp4	ENSMUSG00000032612
Ccdc71	ENSMUSG00000049305
Usp19	ENSMUSG00000006676
Qrich1	ENSMUSG00000006673
Ndufaf3	ENSMUSG00000070283
Dalrd3	ENSMUSG00000019039
Wdr6	ENSMUSG00000066357
Arih2	ENSMUSG00000064145
Slc25a20	ENSMUSG00000032602
Ip6k2	ENSMUSG00000032599
Nckipsd	ENSMUSG00000032598
Uqcrc1	ENSMUSG00000025651
Shisa5	ENSMUSG00000025647
Tma7	ENSMUSG00000091537
Plxnb1	ENSMUSG00000053646
Nme6	ENSMUSG00000032478
Cdc25a	ENSMUSG00000032477
Map4	ENSMUSG00000032479
Dhx30	ENSMUSG00000032480
Smarcc1	ENSMUSG00000032481
Elp6	ENSMUSG00000054836
Scap	ENSMUSG00000032485
Ptpn23	ENSMUSG00000036057
Setd2	ENSMUSG00000044791
Nradd	ENSMUSG00000032491
Ccdc12	ENSMUSG00000019659
Mlh1	ENSMUSG00000032498
Epm2aip1	ENSMUSG00000046785
Pdcd6ip	ENSMUSG00000032504
Clasp2	ENSMUSG00000033392
Ubp1	ENSMUSG00000009741
Crtap	ENSMUSG00000032431
Glb1	ENSMUSG00000045594
Trim71	ENSMUSG00000079259
Cnot10	ENSMUSG00000056167
Dync1li1	ENSMUSG00000032435
Cmtm6	ENSMUSG00000032434
Cmtm7	ENSMUSG00000032436
Cmtm8	ENSMUSG00000041012
Gpd1l	ENSMUSG00000050627
Stt3b	ENSMUSG00000032437
Azi2	ENSMUSG00000039285
Cmc1	ENSMUSG00000039163
Golga4	ENSMUSG00000038708
Ctdspl	ENSMUSG00000047409
Vill	ENSMUSG00000038775
Acaa1b	ENSMUSG00000010651
Oxsr1	ENSMUSG00000036737
Acaa1a	ENSMUSG00000036138
Acvr2b	ENSMUSG00000061393
Exog	ENSMUSG00000042787
Wdr48	ENSMUSG00000032512
Gorasp1	ENSMUSG00000032513
Slc25a38	ENSMUSG00000032519
Rpsa	ENSMUSG00000032518
Eif1b	ENSMUSG00000006941
Rpl14	ENSMUSG00000025794
Trak1	ENSMUSG00000032536
Nktr	ENSMUSG00000032525
Snrk	ENSMUSG00000038145
Abhd5	ENSMUSG00000032540
Zfp105	ENSMUSG00000057895
Kif15	ENSMUSG00000036768
Tmem42	ENSMUSG00000066233
Zdhhc3	ENSMUSG00000025786
Exosc7	ENSMUSG00000025785
Lars2	ENSMUSG00000035202
Sacm1l	ENSMUSG00000025240
Lztfl1	ENSMUSG00000025245
Ppp2r3d	ENSMUSG00000093803
Scaf8	ENSMUSG00000046201
Tfb1m	ENSMUSG00000036983
Tmem242	ENSMUSG00000004945
Snx9	ENSMUSG00000002365
Gtf2h5	ENSMUSG00000034345
Tulp4	ENSMUSG00000034377
Tmem181a	ENSMUSG00000038141
Ezr	ENSMUSG00000052397
Rsph3b	ENSMUSG00000023806
Rps6ka2	ENSMUSG00000023809
Rsph3a	ENSMUSG00000073471
Sft2d1	ENSMUSG00000073468
Qk	ENSMUSG00000062078
Agpat4	ENSMUSG00000023827
Map3k4	ENSMUSG00000014426
Igf2r	ENSMUSG00000023830
Mrpl18	ENSMUSG00000057388
Tcp1	ENSMUSG00000068039
Acat2	ENSMUSG00000023832
Wtap	ENSMUSG00000060475
Sod2	ENSMUSG00000006818
Phf10	ENSMUSG00000023883
Fam120b	ENSMUSG00000014763
Psmb1	ENSMUSG00000014769
Tbp	ENSMUSG00000014767
Chd1	ENSMUSG00000023852
Lnpep	ENSMUSG00000023845
Ppp2r1a	ENSMUSG00000007564
Zfp160	ENSMUSG00000067942
Zfp948	ENSMUSG00000067931
Zfp213	ENSMUSG00000071256
Zfp13	ENSMUSG00000062012
Zscan10	ENSMUSG00000023902
Mmp25	ENSMUSG00000023903
Thoc6	ENSMUSG00000041319
Hcfc1r1	ENSMUSG00000023904
Pkmyt1	ENSMUSG00000023908
Flywch1	ENSMUSG00000040097
Flywch2	ENSMUSG00000023911
Kctd5	ENSMUSG00000016946
Amdhd2	ENSMUSG00000036820
Atp6v0c	ENSMUSG00000024121
Ccnf	ENSMUSG00000072082
Rnps1	ENSMUSG00000034681
Eci1	ENSMUSG00000024132
E4f1	ENSMUSG00000024137
Pgp	ENSMUSG00000043445
Mlst8	ENSMUSG00000024142
Traf7	ENSMUSG00000052752
Tsc2	ENSMUSG00000002496
Nthl1	ENSMUSG00000041429
Zfp598	ENSMUSG00000041130
Gfer	ENSMUSG00000040888
Tbl3	ENSMUSG00000040688
Ndufb10	ENSMUSG00000040048
Msrb1	ENSMUSG00000075705
Fahd1	ENSMUSG00000045316
Mapk8ip3	ENSMUSG00000024163
Mrps34	ENSMUSG00000038880
Cramp1l	ENSMUSG00000038002
Telo2	ENSMUSG00000024170
Clcn7	ENSMUSG00000036636
Gnptg	ENSMUSG00000035521
Tsr3	ENSMUSG00000015126
Ube2i	ENSMUSG00000015120
Lmf1	ENSMUSG00000002279
Fam173a	ENSMUSG00000057411
Stub1	ENSMUSG00000039615
Wdr90	ENSMUSG00000073434
Capn15	ENSMUSG00000037326
Rab11fip3	ENSMUSG00000037098
Decr2	ENSMUSG00000036775
Nme4	ENSMUSG00000024177
Tmem8	ENSMUSG00000024180
Axin1	ENSMUSG00000024182
Arhgdig	ENSMUSG00000073433
Luc7l	ENSMUSG00000024188
Dusp1	ENSMUSG00000024190
Ergic1	ENSMUSG00000001576
Atp6v0e	ENSMUSG00000015575
Kifc5b	ENSMUSG00000024301
Cuta	ENSMUSG00000024194
Hmga1	ENSMUSG00000046711
Nudt3	ENSMUSG00000024213
Uhrf1bp1	ENSMUSG00000039512
Anks1	ENSMUSG00000024219
Fance	ENSMUSG00000007570
Rpl10a	ENSMUSG00000037805
Srpk1	ENSMUSG00000004865
Mapk14	ENSMUSG00000053436
Stk38	ENSMUSG00000024006
Srsf3	ENSMUSG00000071172
Ppil1	ENSMUSG00000024007
Mtch1	ENSMUSG00000024012
Pim1	ENSMUSG00000024014
Tbc1d22b	ENSMUSG00000042203
Rnf8	ENSMUSG00000090083
Cmtr1	ENSMUSG00000024019
Zfand3	ENSMUSG00000044477
Btbd9	ENSMUSG00000062202
Glo1	ENSMUSG00000024026
Abcg1	ENSMUSG00000024030
Wdr4	ENSMUSG00000024037
Ndufv3	ENSMUSG00000024038
Cbs	ENSMUSG00000024039
U2af1	ENSMUSG00000061613
Sik1	ENSMUSG00000024042
Hsf2bp	ENSMUSG00000002076
Rrp1b	ENSMUSG00000058392
Notch3	ENSMUSG00000038146
Brd4	ENSMUSG00000024002
Akap8	ENSMUSG00000024045
Akap8l	ENSMUSG00000002625
Wiz	ENSMUSG00000024050
Zfp871	ENSMUSG00000024298
Zfp799	ENSMUSG00000095253
Zfp472	ENSMUSG00000053600
Zfp81	ENSMUSG00000003929
Zfp101	ENSMUSG00000055240
Adamts10	ENSMUSG00000024299
Rab11b	ENSMUSG00000077450
Angptl4	ENSMUSG00000002289
Rps28	ENSMUSG00000067288
Ndufa7	ENSMUSG00000041881
Cd320	ENSMUSG00000002308
Kifc1	ENSMUSG00000079553
Daxx	ENSMUSG00000002307
Rgl2	ENSMUSG00000041354
H2-K1	ENSMUSG00000061232
Ring1	ENSMUSG00000024325
H2-Ke6	ENSMUSG00000073422
Slc39a7	ENSMUSG00000024327
Rxrb	ENSMUSG00000039656
Brd2	ENSMUSG00000024335
Pbx2	ENSMUSG00000034673
Agpat1	ENSMUSG00000034254
Atf6b	ENSMUSG00000015461
Stk19	ENSMUSG00000061207
Dxo	ENSMUSG00000040482
Nelfe	ENSMUSG00000024369
Ehmt2	ENSMUSG00000013787
Neu1	ENSMUSG00000007038
Lsm2	ENSMUSG00000007050
Vars	ENSMUSG00000007029
Clic1	ENSMUSG00000007041
Ddah2	ENSMUSG00000007039
Abhd16a	ENSMUSG00000007036
Csnk2b	ENSMUSG00000024387
Gpank1	ENSMUSG00000092417
Bag6	ENSMUSG00000024392
Prrc2a	ENSMUSG00000024393
Ddx39b	ENSMUSG00000019432
Pou5f1	ENSMUSG00000024406
Cchcr1	ENSMUSG00000040312
Psors1c2	ENSMUSG00000024409
Vars2	ENSMUSG00000038838
Gtf2h4	ENSMUSG00000001524
Nrm	ENSMUSG00000059791
Dhx16	ENSMUSG00000024422
Atat1	ENSMUSG00000024426
Mrps18b	ENSMUSG00000024436
Ppp1r10	ENSMUSG00000039220
Abcf1	ENSMUSG00000038762
Prr3	ENSMUSG00000038500
Gnl1	ENSMUSG00000024429
Trim26	ENSMUSG00000024457
Ppp1r11	ENSMUSG00000036398
Znrd1	ENSMUSG00000036315
Znrd1as	ENSMUSG00000036214
Cd2ap	ENSMUSG00000061665
Tnfrsf21	ENSMUSG00000023915
Supt3	ENSMUSG00000038954
Cdc5l	ENSMUSG00000023932
Aars2	ENSMUSG00000023938
Slc35b2	ENSMUSG00000037089
Hsp90ab1	ENSMUSG00000023944
Slc29a1	ENSMUSG00000023942
Tmem63b	ENSMUSG00000036026
Mrps18a	ENSMUSG00000023967
Mad2l1bp	ENSMUSG00000034509
Gtpbp2	ENSMUSG00000023952
Xpo5	ENSMUSG00000067150
Polr1c	ENSMUSG00000067148
Yipf3	ENSMUSG00000071074
Zfp318	ENSMUSG00000015597
Dnph1	ENSMUSG00000040658
Srf	ENSMUSG00000015605
Ptk7	ENSMUSG00000023972
Mrpl2	ENSMUSG00000002767
Cul7	ENSMUSG00000038545
Rrp36	ENSMUSG00000023971
Klhdc3	ENSMUSG00000063576
Mea1	ENSMUSG00000002768
Ppp2r5d	ENSMUSG00000059409
Pex6	ENSMUSG00000002763
Cnpy3	ENSMUSG00000023973
Rpl7l1	ENSMUSG00000063888
Tbcc	ENSMUSG00000036430
Ubr2	ENSMUSG00000023977
Taf8	ENSMUSG00000023980
Ccnd3	ENSMUSG00000034165
Bysl	ENSMUSG00000023988
Med20	ENSMUSG00000092558
Mdfi	ENSMUSG00000032717
Foxp4	ENSMUSG00000023991
Nfya	ENSMUSG00000023994
Oard1	ENSMUSG00000040771
Tbc1d5	ENSMUSG00000023923
Satb1	ENSMUSG00000023927
Rab5a	ENSMUSG00000017831
Zfp959	ENSMUSG00000003198
Stap2	ENSMUSG00000038781
Sh3gl1	ENSMUSG00000003200
Dpp9	ENSMUSG00000001229
Fem1a	ENSMUSG00000043683
Plin3	ENSMUSG00000024197
Kdm4b	ENSMUSG00000024201
Ptprs	ENSMUSG00000013236
Rpl36	ENSMUSG00000057863
Lonp1	ENSMUSG00000041168
Ranbp3	ENSMUSG00000002372
Ndufa11	ENSMUSG00000002379
Mllt1	ENSMUSG00000024212
Clpp	ENSMUSG00000002660
Alkbh7	ENSMUSG00000002661
Gtf2f1	ENSMUSG00000002658
Khsrp	ENSMUSG00000007670
Crb3	ENSMUSG00000044279
Tubb4a	ENSMUSG00000062591
Gpr108	ENSMUSG00000005823
Trip10	ENSMUSG00000019487
Efna5	ENSMUSG00000048915
Pja2	ENSMUSG00000024083
Man2a1	ENSMUSG00000024085
Vapa	ENSMUSG00000024091
Rab31	ENSMUSG00000056515
Ppp4r1	ENSMUSG00000061950
Ralbp1	ENSMUSG00000024096
Twsg1	ENSMUSG00000024098
Ankrd12	ENSMUSG00000034647
Ndufv2	ENSMUSG00000024099
Ddx11	ENSMUSG00000035842
Mtcl1	ENSMUSG00000052105
Rab12	ENSMUSG00000023460
Arhgap28	ENSMUSG00000024043
Zbtb14	ENSMUSG00000049672
Myl12b	ENSMUSG00000034868
Smchd1	ENSMUSG00000024054
Ndc80	ENSMUSG00000024056
Spdya	ENSMUSG00000052525
Wdr43	ENSMUSG00000041057
Ypel5	ENSMUSG00000039770
Lbh	ENSMUSG00000024063
Memo1	ENSMUSG00000058704
Spast	ENSMUSG00000024068
Slc30a6	ENSMUSG00000024069
Yipf4	ENSMUSG00000024072
Birc6	ENSMUSG00000024073
Ttc27	ENSMUSG00000024078
Fam98a	ENSMUSG00000002017
Fez2	ENSMUSG00000056121
Gpatch11	ENSMUSG00000050668
Eif2ak2	ENSMUSG00000024079
Cebpzos	ENSMUSG00000062691
Cebpz	ENSMUSG00000024081
Ndufaf7	ENSMUSG00000024082
Prkd3	ENSMUSG00000024070
Atl2	ENSMUSG00000059811
Hnrnpll	ENSMUSG00000024095
Srsf7	ENSMUSG00000024097
Dhx57	ENSMUSG00000035051
Morn2	ENSMUSG00000045257
Sos1	ENSMUSG00000024241
Map4k3	ENSMUSG00000024242
Thumpd2	ENSMUSG00000024246
Eml4	ENSMUSG00000032624
Cox7a2l	ENSMUSG00000024248
Mta3	ENSMUSG00000055817
Zfp36l2	ENSMUSG00000045817
Thada	ENSMUSG00000024251
Dync2li1	ENSMUSG00000024253
Lrpprc	ENSMUSG00000024120
Prepl	ENSMUSG00000024127
Pigf	ENSMUSG00000024145
Cript	ENSMUSG00000024146
Mcfd2	ENSMUSG00000024150
Calm2	ENSMUSG00000036438
Msh2	ENSMUSG00000024151
Msh6	ENSMUSG00000005370
Fbxo11	ENSMUSG00000005371
Foxn2	ENSMUSG00000034998
Ppp1r21	ENSMUSG00000034709
Mettl4	ENSMUSG00000055660
Cdk6	ENSMUSG00000040274
Fam133b	ENSMUSG00000058503
Rbm48	ENSMUSG00000040302
Pex1	ENSMUSG00000005907
Ankib1	ENSMUSG00000040351
Krit1	ENSMUSG00000000600
Akap9	ENSMUSG00000040407
Cyp51	ENSMUSG00000001467
Gtpbp10	ENSMUSG00000040464
Dbf4	ENSMUSG00000002297
Slc25a40	ENSMUSG00000054099
Crot	ENSMUSG00000003623
Tmem243	ENSMUSG00000079659
Dmtf1	ENSMUSG00000042508
Sema3e	ENSMUSG00000063531
Phtf2	ENSMUSG00000039987
Tmem60	ENSMUSG00000045435
Ptpn12	ENSMUSG00000028771
Fam185a	ENSMUSG00000047221
Armc10	ENSMUSG00000038525
Pmpcb	ENSMUSG00000029017
Dnajc2	ENSMUSG00000029014
Psmc2	ENSMUSG00000028932
Kmt2e	ENSMUSG00000029004
Pus7	ENSMUSG00000057541
Rint1	ENSMUSG00000028999
Fam126a	ENSMUSG00000028995
Klhl7	ENSMUSG00000028986
Nupl2	ENSMUSG00000048439
Fastk	ENSMUSG00000028959
